pred,season,team1,team2,team1_wins,team1_wscore,team1_seed,team2_wins,team2_wscore,team2_seed
0,H,549,793,0,0,0,4,326,1
1,I,549,793,1,80,4,2,144,3
1,J,549,793,1,76,7,0,0,0
0,K,549,793,0,0,0,3,209,2
0,L,549,793,0,0,0,1,79,4
0,M,549,793,0,0,0,3,231,2
0,N,549,793,0,0,0,1,76,7
1,P,549,793,1,78,6,1,85,4
1,Q,549,793,2,127,6,0,0,0
1,A,549,814,3,231,2,0,0,0
1,B,549,814,1,86,3,0,0,0
1,C,549,814,1,65,2,0,0,0
1,D,549,814,1,72,3,0,0,0
1,E,549,814,1,64,2,0,0,0
1,F,549,814,2,150,5,0,0,0
1,G,549,814,1,90,1,0,0,0
0,H,549,814,0,0,0,1,92,16
1,I,549,814,1,80,4,0,0,0
1,J,549,814,1,76,7,0,0,0
0.5,P,549,814,1,78,6,1,81,16
1,Q,549,814,2,127,6,0,0,0
1,A,549,817,3,231,2,0,0,0
1,B,549,817,1,86,3,0,0,0
1,C,549,817,1,65,2,0,0,0
1,D,549,817,1,72,3,0,0,0
1,E,549,817,1,64,2,0,0,0
1,F,549,817,2,150,5,0,0,0
1,G,549,817,1,90,1,0,0,0
1,I,549,817,1,80,4,0,0,0
1,J,549,817,1,76,7,0,0,0
0,L,549,817,0,0,0,2,141,7
0,M,549,817,0,0,0,1,71,8
1,P,549,817,1,78,6,0,0,0
1,Q,549,817,2,127,6,0,0,0
1,A,549,825,3,231,2,0,0,0
1,B,549,825,1,86,3,0,0,0
1,C,549,825,1,65,2,0,0,0
1,D,549,825,1,72,3,0,0,0
1,E,549,825,1,64,2,0,0,0
1,F,549,825,2,150,5,0,0,0
1,G,549,825,1,90,1,0,0,0
1,I,549,825,1,80,4,0,0,0
1,J,549,825,1,76,7,0,0,0
0,L,549,825,0,0,0,1,79,11
0,P,549,825,1,78,6,5,370,11
1,Q,549,825,2,127,6,1,62,12
0,R,549,825,0,0,0,1,88,5
1,A,549,827,3,231,2,0,0,0
1,B,549,827,1,86,3,0,0,0
1,C,549,827,1,65,2,0,0,0
1,D,549,827,1,72,3,0,0,0
1,E,549,827,1,64,2,0,0,0
1,F,549,827,2,150,5,0,0,0
1,G,549,827,1,90,1,0,0,0
0,I,549,827,1,80,4,2,146,6
1,J,549,827,1,76,7,0,0,0
0,L,549,827,0,0,0,2,155,6
1,P,549,827,1,78,6,0,0,0
1,Q,549,827,2,127,6,1,79,5
1,A,549,828,3,231,2,0,0,0
1,B,549,828,1,86,3,0,0,0
1,C,549,828,1,65,2,0,0,0
1,D,549,828,1,72,3,0,0,0
1,E,549,828,1,64,2,0,0,0
1,F,549,828,2,150,5,0,0,0
1,G,549,828,1,90,1,0,0,0
1,I,549,828,1,80,4,0,0,0
0.5,J,549,828,1,76,7,1,60,13
1,P,549,828,1,78,6,0,0,0
1,Q,549,828,2,127,6,1,71,16
1,A,549,830,3,231,2,0,0,0
1,B,549,830,1,86,3,0,0,0
1,C,549,830,1,65,2,0,0,0
1,D,549,830,1,72,3,0,0,0
1,E,549,830,1,64,2,0,0,0
1,F,549,830,2,150,5,0,0,0
1,G,549,830,1,90,1,0,0,0
1,I,549,830,1,80,4,0,0,0
1,J,549,830,1,76,7,0,0,0
0,L,549,830,0,0,0,1,84,4
1,P,549,830,1,78,6,0,0,0
1,Q,549,830,2,127,6,0,0,0
1,A,549,835,3,231,2,0,0,0
1,B,549,835,1,86,3,0,0,0
1,C,549,835,1,65,2,0,0,0
1,D,549,835,1,72,3,0,0,0
1,E,549,835,1,64,2,0,0,0
1,F,549,835,2,150,5,0,0,0
1,G,549,835,1,90,1,0,0,0
1,I,549,835,1,80,4,0,0,0
1,J,549,835,1,76,7,0,0,0
0,M,549,835,0,0,0,2,173,12
0,N,549,835,0,0,0,1,76,12
1,P,549,835,1,78,6,0,0,0
1,Q,549,835,2,127,6,1,59,16
1,A,549,843,3,231,2,0,0,0
1,B,549,843,1,86,3,0,0,0
0,C,549,843,1,65,2,2,157,10
1,D,549,843,1,72,3,0,0,0
1,E,549,843,1,64,2,0,0,0
1,F,549,843,2,150,5,0,0,0
1,G,549,843,1,90,1,0,0,0
1,I,549,843,1,80,4,0,0,0
0.5,J,549,843,1,76,7,3,239,7
0,K,549,843,0,0,0,2,131,6
0,M,549,843,0,0,0,2,148,7
0,O,549,843,0,0,0,4,287,2
1,P,549,843,1,78,6,1,84,5
1,Q,549,843,2,127,6,0,0,0
1,A,549,846,3,231,2,0,0,0
1,B,549,846,1,86,3,0,0,0
1,C,549,846,1,65,2,0,0,0
1,D,549,846,1,72,3,0,0,0
1,E,549,846,1,64,2,0,0,0
1,F,549,846,2,150,5,0,0,0
1,G,549,846,1,90,1,0,0,0
1,I,549,846,1,80,4,0,0,0
1,J,549,846,1,76,7,0,0,0
0,K,549,846,0,0,0,2,166,7
1,P,549,846,1,78,6,0,0,0
1,Q,549,846,2,127,6,0,0,0
0,R,549,846,0,0,0,4,291,9
1,A,549,849,3,231,2,0,0,0
1,B,549,849,1,86,3,0,0,0
1,C,549,849,1,65,2,0,0,0
1,D,549,849,1,72,3,0,0,0
0,E,549,849,1,64,2,4,257,8
1,F,549,849,2,150,5,0,0,0
0.5,G,549,849,1,90,1,1,80,8
0,H,549,849,0,0,0,2,142,5
0.5,I,549,849,1,80,4,1,76,6
1,J,549,849,1,76,7,3,193,6
0,L,549,849,0,0,0,1,76,2
0,M,549,849,0,0,0,2,143,3
0,N,549,849,0,0,0,1,61,12
0,O,549,849,0,0,0,1,53,4
1,P,549,849,1,78,6,2,142,4
1,Q,549,849,2,127,6,2,133,4
1,A,549,853,3,231,2,0,0,0
0.5,B,549,853,1,86,3,1,80,7
1,C,549,853,1,65,2,0,0,0
1,D,549,853,1,72,3,0,0,0
1,E,549,853,1,64,2,0,0,0
1,F,549,853,2,150,5,0,0,0
0.5,G,549,853,1,90,1,1,70,7
0,H,549,853,0,0,0,1,71,3
0,I,549,853,1,80,4,3,248,7
1,J,549,853,1,76,7,0,0,0
0,L,549,853,0,0,0,1,79,9
0,M,549,853,0,0,0,3,237,3
0,N,549,853,0,0,0,2,137,4
0,O,549,853,0,0,0,2,136,6
1,P,549,853,1,78,6,0,0,0
0.5,Q,549,853,2,127,6,2,137,10
1,B,556,557,1,80,9,0,0,0
1,Q,556,557,1,68,11,0,0,0
0,R,556,557,0,0,0,1,84,8
0,A,556,559,0,0,0,2,163,1
1,B,556,559,1,80,9,0,0,0
0,C,556,559,0,0,0,3,246,2
0,D,556,559,0,0,0,6,455,1
0,E,556,559,0,0,0,1,75,5
0,G,556,559,0,0,0,3,226,2
0,H,556,559,0,0,0,2,143,5
0,I,556,559,0,0,0,6,463,2
0,J,556,559,0,0,0,1,77,2
0,K,556,559,0,0,0,3,257,1
0,N,556,559,0,0,0,4,349,1
0,P,556,559,0,0,0,6,398,3
1,Q,556,559,1,68,11,0,0,0
1,B,556,562,1,80,9,0,0,0
0,D,556,562,0,0,0,1,62,10
0,G,556,562,0,0,0,1,83,12
1,Q,556,562,1,68,11,1,58,8
0,R,556,562,0,0,0,1,67,7
1,B,556,568,1,80,9,0,0,0
0,M,556,568,0,0,0,3,229,10
1,Q,556,568,1,68,11,0,0,0
1,B,556,574,1,80,9,0,0,0
0,C,556,574,0,0,0,1,66,10
0,D,556,574,0,0,0,1,56,12
1,Q,556,574,1,68,11,0,0,0
1,B,556,577,1,80,9,1,71,2
0,C,556,577,0,0,0,3,258,1
0,D,556,577,0,0,0,5,427,1
0,E,556,577,0,0,0,2,151,1
0,F,556,577,0,0,0,6,521,1
0,G,556,577,0,0,0,2,168,1
0,H,556,577,0,0,0,2,153,3
0,I,556,577,0,0,0,4,324,1
0,J,556,577,0,0,0,2,120,1
0,K,556,577,0,0,0,2,144,1
0,M,556,577,0,0,0,1,71,2
0,N,556,577,0,0,0,2,160,2
0,O,556,577,0,0,0,6,428,1
0,P,556,577,0,0,0,2,160,1
1,Q,556,577,1,68,11,0,0,0
0,R,556,577,0,0,0,3,210,2
1,B,556,592,1,80,9,0,0,0
0,D,556,592,0,0,0,2,157,6
0,E,556,592,0,0,0,5,397,5
0,F,556,592,0,0,0,1,69,3
0,H,556,592,0,0,0,1,85,2
0,J,556,592,0,0,0,1,67,4
0,K,556,592,0,0,0,6,436,3
0,L,556,592,0,0,0,6,496,1
0,P,556,592,0,0,0,3,235,2
1,Q,556,592,1,68,11,3,223,7
0,R,556,592,0,0,0,3,219,3
1,B,556,595,1,80,9,0,0,0
0,C,556,595,0,0,0,1,96,12
0,P,556,595,0,0,0,2,128,10
1,Q,556,595,1,68,11,1,66,3
0,A,556,603,0,0,0,3,264,2
1,B,556,603,1,80,9,0,0,0
0,F,556,603,0,0,0,2,139,10
0,K,556,603,0,0,0,2,124,7
0,L,556,603,0,0,0,4,304,2
0,M,556,603,0,0,0,1,66,2
1,Q,556,603,1,68,11,1,74,3
1,B,556,607,1,80,9,0,0,0
0,D,556,607,0,0,0,3,230,10
0,E,556,607,0,0,0,2,159,10
0,F,556,607,0,0,0,2,171,12
0,H,556,607,0,0,0,1,74,9
0,I,556,607,0,0,0,1,76,2
0,J,556,607,0,0,0,1,74,3
0,K,556,607,0,0,0,2,169,3
0,N,556,607,0,0,0,2,160,4
0,O,556,607,0,0,0,1,67,8
0,P,556,607,0,0,0,1,86,11
1,Q,556,607,1,68,11,1,77,7
0,R,556,607,0,0,0,1,64,1
1,B,556,612,1,80,9,0,0,0
1,Q,556,612,1,68,11,0,0,0
0,R,556,612,0,0,0,1,68,14
1,B,556,625,1,80,9,0,0,0
0,C,556,625,0,0,0,1,94,7
0,D,556,625,0,0,0,1,108,6
0,G,556,625,0,0,0,5,379,5
0,H,556,625,0,0,0,1,67,7
0,K,556,625,0,0,0,1,87,6
0,L,556,625,0,0,0,1,70,7
1,Q,556,625,1,68,11,2,142,4
0,R,556,625,0,0,0,2,141,1
1,B,556,627,1,80,9,0,0,0
1,Q,556,627,1,68,11,0,0,0
0,A,556,629,0,0,0,1,74,5
1,B,556,629,1,80,9,2,136,6
0,E,556,629,0,0,0,3,247,2
0,J,556,629,0,0,0,1,64,9
1,Q,556,629,1,68,11,1,77,8
0,R,556,629,0,0,0,1,76,10
0,A,556,636,0,0,0,3,251,2
1,B,556,636,1,80,9,2,153,1
0,C,556,636,0,0,0,1,110,1
0,D,556,636,0,0,0,1,95,6
0,E,556,636,0,0,0,1,81,8
0,F,556,636,0,0,0,2,186,4
0,G,556,636,0,0,0,4,333,1
0,H,556,636,0,0,0,5,413,2
0,I,556,636,0,0,0,3,256,4
0,L,556,636,0,0,0,3,256,1
0,M,556,636,0,0,0,6,450,1
0,N,556,636,0,0,0,2,144,3
0,O,556,636,0,0,0,1,90,1
0,P,556,636,0,0,0,3,222,1
1,Q,556,636,1,68,11,5,332,2
0,R,556,636,0,0,0,2,134,1
1,B,556,637,1,80,9,0,0,0
0,M,556,637,0,0,0,1,80,11
0,O,556,637,0,0,0,3,267,2
0,P,556,637,0,0,0,1,73,5
1,Q,556,637,1,68,11,1,70,8
0,A,556,640,0,0,0,6,535,1
1,B,556,640,1,80,9,5,400,1
0,C,556,640,0,0,0,6,514,2
0,D,556,640,0,0,0,3,232,3
0,E,556,640,0,0,0,1,85,5
0,F,556,640,0,0,0,2,164,2
0,G,556,640,0,0,0,2,170,4
0,H,556,640,0,0,0,3,232,1
0,I,556,640,0,0,0,1,96,1
0,J,556,640,0,0,0,3,203,2
0,K,556,640,0,0,0,1,69,8
0,L,556,640,0,0,0,1,67,8
0,O,556,640,0,0,0,3,252,1
0,P,556,640,0,0,0,4,268,4
1,Q,556,640,1,68,11,6,488,1
1,B,556,643,1,80,9,0,0,0
1,Q,556,643,1,68,11,0,0,0
1,B,556,644,1,80,9,0,0,0
0.5,Q,556,644,1,68,11,1,75,15
1,B,556,647,1,80,9,0,0,0
1,Q,556,647,1,68,11,0,0,0
1,B,556,648,1,80,9,0,0,0
1,Q,556,648,1,68,11,0,0,0
0,A,556,651,0,0,0,2,150,6
1,B,556,651,1,80,9,3,207,6
0,H,556,651,0,0,0,1,86,4
0,J,556,651,0,0,0,4,330,4
0,L,556,651,0,0,0,1,78,6
0,M,556,651,0,0,0,3,236,3
0,N,556,651,0,0,0,3,256,1
1,Q,556,651,1,68,11,4,257,4
0,R,556,651,0,0,0,6,477,1
1,B,556,653,1,80,9,0,0,0
1,Q,556,653,1,68,11,0,0,0
0,A,556,660,0,0,0,1,68,4
1,B,556,660,1,80,9,0,0,0
0,H,556,660,0,0,0,4,333,3
0,M,556,660,0,0,0,1,74,6
0,N,556,660,0,0,0,1,58,6
0,P,556,660,0,0,0,2,132,11
1,Q,556,660,1,68,11,2,150,3
0,R,556,660,0,0,0,3,204,3
1,B,556,666,1,80,9,0,0,0
0,I,556,666,0,0,0,1,59,7
0,K,556,666,0,0,0,3,246,1
0,L,556,666,0,0,0,3,216,2
0,M,556,666,0,0,0,5,419,1
0,N,556,666,0,0,0,2,170,2
1,Q,556,666,1,68,11,0,0,0
0,R,556,666,0,0,0,1,54,6
1,B,556,670,1,80,9,0,0,0
0,C,556,670,0,0,0,1,80,3
0,N,556,670,0,0,0,1,62,10
0,P,556,670,0,0,0,1,75,8
1,Q,556,670,1,68,11,0,0,0
0,R,556,670,0,0,0,5,376,4
1,B,556,671,1,80,9,0,0,0
0,C,556,671,0,0,0,2,146,4
0,D,556,671,0,0,0,4,277,1
0,E,556,671,0,0,0,6,430,1
0,F,556,671,0,0,0,4,296,1
0,H,556,671,0,0,0,3,207,7
0,J,556,671,0,0,0,4,333,5
0,L,556,671,0,0,0,1,61,9
0,M,556,671,0,0,0,2,137,5
0,N,556,671,0,0,0,5,364,2
0,O,556,671,0,0,0,4,284,5
1,Q,556,671,1,68,11,2,154,1
0,R,556,671,0,0,0,2,135,3
1,B,556,676,1,80,9,0,0,0
0,F,556,676,0,0,0,1,70,9
0,G,556,676,0,0,0,3,258,12
0,H,556,676,0,0,0,1,72,6
0,N,556,676,0,0,0,3,263,3
0,O,556,676,0,0,0,1,86,10
1,Q,556,676,1,68,11,0,0,0
1,B,556,680,1,80,9,0,0,0
0,K,556,680,0,0,0,1,87,12
1,Q,556,680,1,68,11,0,0,0
1,B,556,685,1,80,9,0,0,0
1,Q,556,685,1,68,11,0,0,0
1,B,556,687,1,80,9,0,0,0
0,O,556,687,0,0,0,1,66,13
1,Q,556,687,1,68,11,1,58,6
1,B,556,695,1,80,9,0,0,0
0,G,556,695,0,0,0,1,69,7
0,I,556,695,0,0,0,1,61,3
0,J,556,695,0,0,0,2,140,10
0,K,556,695,0,0,0,1,58,10
0.5,Q,556,695,1,68,11,2,145,11
0,A,556,701,0,0,0,1,69,7
1,B,556,701,1,80,9,1,59,3
0,C,556,701,0,0,0,1,79,4
0,D,556,701,0,0,0,1,61,9
0,O,556,701,0,0,0,1,62,3
1,Q,556,701,1,68,11,1,75,5
1,B,556,702,1,80,9,0,0,0
1,Q,556,702,1,68,11,0,0,0
1,B,556,707,1,80,9,0,0,0
0.5,Q,556,707,1,68,11,1,86,15
0,A,556,708,0,0,0,1,83,6
1,B,556,708,1,80,9,4,315,1
0,C,556,708,0,0,0,4,329,1
0,E,556,708,0,0,0,4,277,8
0,F,556,708,0,0,0,1,70,2
0,I,556,708,0,0,0,1,63,6
0,J,556,708,0,0,0,6,505,1
0,K,556,708,0,0,0,1,69,3
0,L,556,708,0,0,0,3,241,1
0,M,556,708,0,0,0,4,372,1
0,N,556,708,0,0,0,6,527,1
0,P,556,708,0,0,0,3,269,2
1,Q,556,708,1,68,11,3,237,1
0,R,556,708,0,0,0,1,78,8
1,B,556,717,1,80,9,0,0,0
0,F,556,717,0,0,0,1,83,6
0,G,556,717,0,0,0,1,82,8
0,H,556,717,0,0,0,2,138,5
0,M,556,717,0,0,0,1,68,5
0,P,556,717,0,0,0,1,69,2
1,Q,556,717,1,68,11,0,0,0
1,B,556,719,1,80,9,0,0,0
0,O,556,719,0,0,0,1,97,14
0,Q,556,719,1,68,11,2,127,13
1,B,556,720,1,80,9,0,0,0
0,D,556,720,0,0,0,4,296,4
0,E,556,720,0,0,0,1,87,3
0,G,556,720,0,0,0,1,69,4
0,K,556,720,0,0,0,1,70,2
0,L,556,720,0,0,0,5,400,1
0,O,556,720,0,0,0,2,143,2
0,P,556,720,0,0,0,2,173,1
1,Q,556,720,1,68,11,4,309,2
0,R,556,720,0,0,0,3,246,2
0,A,556,738,0,0,0,1,73,1
1,B,556,738,1,80,9,1,83,8
0,C,556,738,0,0,0,2,175,2
0,D,556,738,0,0,0,2,131,10
0,E,556,738,0,0,0,3,203,6
0,H,556,738,0,0,0,1,80,9
0,L,556,738,0,0,0,1,72,9
0,M,556,738,0,0,0,1,90,6
0,N,556,738,0,0,0,2,137,5
0,O,556,738,0,0,0,2,135,4
0,P,556,738,0,0,0,1,65,3
1,Q,556,738,1,68,11,1,72,10
1,B,556,748,1,80,9,0,0,0
1,Q,556,748,1,68,11,0,0,0
1,B,556,754,1,80,9,0,0,0
0,P,556,754,0,0,0,2,139,2
1,Q,556,754,1,68,11,0,0,0
0,R,556,754,0,0,0,1,70,7
1,B,556,771,1,80,9,0,0,0
0,Q,556,771,1,68,11,2,123,12
1,B,556,772,1,80,9,0,0,0
1,Q,556,772,1,68,11,0,0,0
1,B,556,775,1,80,9,0,0,0
1,Q,556,775,1,68,11,0,0,0
1,B,556,780,1,80,9,0,0,0
0,C,556,780,0,0,0,1,51,10
1,Q,556,780,1,68,11,1,61,9
0,R,556,780,0,0,0,1,64,4
1,B,556,781,1,80,9,0,0,0
0,O,556,781,0,0,0,2,155,10
1,Q,556,781,1,68,11,0,0,0
0,R,556,781,0,0,0,1,67,11
0,A,556,786,0,0,0,5,377,4
1,B,556,786,1,80,9,0,0,0
0,C,556,786,0,0,0,2,119,5
0,E,556,786,0,0,0,2,131,4
0,F,556,786,0,0,0,1,79,5
0,H,556,786,0,0,0,6,462,3
0,I,556,786,0,0,0,2,152,5
0,N,556,786,0,0,0,2,137,3
0,O,556,786,0,0,0,2,166,1
0,P,556,786,0,0,0,1,77,3
1,Q,556,786,1,68,11,3,211,1
0,R,556,786,0,0,0,4,263,4
0,A,556,789,0,0,0,1,61,7
0.5,B,556,789,1,80,9,1,62,9
0,D,556,789,0,0,0,3,202,6
0,E,556,789,0,0,0,1,73,2
0,F,556,789,0,0,0,3,238,11
0,P,556,789,0,0,0,1,66,7
1,Q,556,789,1,68,11,0,0,0
0,R,556,789,0,0,0,1,76,9
0,A,556,793,0,0,0,1,80,10
0,B,556,793,1,80,9,2,153,10
0,E,556,793,0,0,0,1,77,5
0,G,556,793,0,0,0,2,138,6
0,H,556,793,0,0,0,4,326,1
0,I,556,793,0,0,0,2,144,3
0,K,556,793,0,0,0,3,209,2
0,L,556,793,0,0,0,1,79,4
0,M,556,793,0,0,0,3,231,2
0,N,556,793,0,0,0,1,76,7
0,P,556,793,0,0,0,1,85,4
1,Q,556,793,1,68,11,0,0,0
1,B,556,814,1,80,9,0,0,0
0,H,556,814,0,0,0,1,92,16
0,P,556,814,0,0,0,1,81,16
1,Q,556,814,1,68,11,0,0,0
1,B,556,817,1,80,9,0,0,0
0,L,556,817,0,0,0,2,141,7
0,M,556,817,0,0,0,1,71,8
1,Q,556,817,1,68,11,0,0,0
1,B,556,825,1,80,9,0,0,0
0,L,556,825,0,0,0,1,79,11
0,P,556,825,0,0,0,5,370,11
0.5,Q,556,825,1,68,11,1,62,12
0,R,556,825,0,0,0,1,88,5
1,B,556,827,1,80,9,0,0,0
0,I,556,827,0,0,0,2,146,6
0,L,556,827,0,0,0,2,155,6
1,Q,556,827,1,68,11,1,79,5
1,B,556,828,1,80,9,0,0,0
0,J,556,828,0,0,0,1,60,13
0.5,Q,556,828,1,68,11,1,71,16
1,B,556,830,1,80,9,0,0,0
0,L,556,830,0,0,0,1,84,4
1,Q,556,830,1,68,11,0,0,0
1,B,556,835,1,80,9,0,0,0
0,M,556,835,0,0,0,2,173,12
0,N,556,835,0,0,0,1,76,12
0.5,Q,556,835,1,68,11,1,59,16
1,B,556,843,1,80,9,0,0,0
0,C,556,843,0,0,0,2,157,10
0,J,556,843,0,0,0,3,239,7
0,K,556,843,0,0,0,2,131,6
0,M,556,843,0,0,0,2,148,7
0,O,556,843,0,0,0,4,287,2
0,P,556,843,0,0,0,1,84,5
1,Q,556,843,1,68,11,0,0,0
1,B,556,846,1,80,9,0,0,0
0,K,556,846,0,0,0,2,166,7
1,Q,556,846,1,68,11,0,0,0
0,R,556,846,0,0,0,4,291,9
1,B,556,849,1,80,9,0,0,0
0,E,556,849,0,0,0,4,257,8
0,G,556,849,0,0,0,1,80,8
0,H,556,849,0,0,0,2,142,5
0,I,556,849,0,0,0,1,76,6
0,J,556,849,0,0,0,3,193,6
0,L,556,849,0,0,0,1,76,2
0,M,556,849,0,0,0,2,143,3
0,N,556,849,0,0,0,1,61,12
0,O,556,849,0,0,0,1,53,4
0,P,556,849,0,0,0,2,142,4
1,Q,556,849,1,68,11,2,133,4
1,B,556,853,1,80,9,1,80,7
0,G,556,853,0,0,0,1,70,7
0,H,556,853,0,0,0,1,71,3
0,I,556,853,0,0,0,3,248,7
0,L,556,853,0,0,0,1,79,9
0,M,556,853,0,0,0,3,237,3
0,N,556,853,0,0,0,2,137,4
0,O,556,853,0,0,0,2,136,6
1,Q,556,853,1,68,11,2,137,10
0,A,557,559,0,0,0,2,163,1
0,C,557,559,0,0,0,3,246,2
0,D,557,559,0,0,0,6,455,1
0,E,557,559,0,0,0,1,75,5
0,G,557,559,0,0,0,3,226,2
0,H,557,559,0,0,0,2,143,5
0,I,557,559,0,0,0,6,463,2
0,J,557,559,0,0,0,1,77,2
0,K,557,559,0,0,0,3,257,1
0,N,557,559,0,0,0,4,349,1
0,P,557,559,0,0,0,6,398,3
1,R,557,559,1,84,8,0,0,0
0,D,557,562,0,0,0,1,62,10
0,G,557,562,0,0,0,1,83,12
0,Q,557,562,0,0,0,1,58,8
1,R,557,562,1,84,8,1,67,7
0,M,557,568,0,0,0,3,229,10
1,R,557,568,1,84,8,0,0,0
0,C,557,574,0,0,0,1,66,10
0,D,557,574,0,0,0,1,56,12
1,R,557,574,1,84,8,0,0,0
0,B,557,577,0,0,0,1,71,2
0,C,557,577,0,0,0,3,258,1
0,D,557,577,0,0,0,5,427,1
0,E,557,577,0,0,0,2,151,1
0,F,557,577,0,0,0,6,521,1
0,G,557,577,0,0,0,2,168,1
0,H,557,577,0,0,0,2,153,3
0,I,557,577,0,0,0,4,324,1
0,J,557,577,0,0,0,2,120,1
0,K,557,577,0,0,0,2,144,1
0,M,557,577,0,0,0,1,71,2
0,N,557,577,0,0,0,2,160,2
0,O,557,577,0,0,0,6,428,1
0,P,557,577,0,0,0,2,160,1
1,R,557,577,1,84,8,3,210,2
0,D,557,592,0,0,0,2,157,6
0,E,557,592,0,0,0,5,397,5
0,F,557,592,0,0,0,1,69,3
0,H,557,592,0,0,0,1,85,2
0,J,557,592,0,0,0,1,67,4
0,K,557,592,0,0,0,6,436,3
0,L,557,592,0,0,0,6,496,1
0,P,557,592,0,0,0,3,235,2
0,Q,557,592,0,0,0,3,223,7
1,R,557,592,1,84,8,3,219,3
0,C,557,595,0,0,0,1,96,12
0,P,557,595,0,0,0,2,128,10
0,Q,557,595,0,0,0,1,66,3
1,R,557,595,1,84,8,0,0,0
0,A,557,603,0,0,0,3,264,2
0,F,557,603,0,0,0,2,139,10
0,K,557,603,0,0,0,2,124,7
0,L,557,603,0,0,0,4,304,2
0,M,557,603,0,0,0,1,66,2
0,Q,557,603,0,0,0,1,74,3
1,R,557,603,1,84,8,0,0,0
0,D,557,607,0,0,0,3,230,10
0,E,557,607,0,0,0,2,159,10
0,F,557,607,0,0,0,2,171,12
0,H,557,607,0,0,0,1,74,9
0,I,557,607,0,0,0,1,76,2
0,J,557,607,0,0,0,1,74,3
0,K,557,607,0,0,0,2,169,3
0,N,557,607,0,0,0,2,160,4
0,O,557,607,0,0,0,1,67,8
0,P,557,607,0,0,0,1,86,11
0,Q,557,607,0,0,0,1,77,7
1,R,557,607,1,84,8,1,64,1
0.5,R,557,612,1,84,8,1,68,14
0,C,557,625,0,0,0,1,94,7
0,D,557,625,0,0,0,1,108,6
0,G,557,625,0,0,0,5,379,5
0,H,557,625,0,0,0,1,67,7
0,K,557,625,0,0,0,1,87,6
0,L,557,625,0,0,0,1,70,7
0,Q,557,625,0,0,0,2,142,4
1,R,557,625,1,84,8,2,141,1
1,R,557,627,1,84,8,0,0,0
0,A,557,629,0,0,0,1,74,5
0,B,557,629,0,0,0,2,136,6
0,E,557,629,0,0,0,3,247,2
0,J,557,629,0,0,0,1,64,9
0,Q,557,629,0,0,0,1,77,8
0.5,R,557,629,1,84,8,1,76,10
0,A,557,636,0,0,0,3,251,2
0,B,557,636,0,0,0,2,153,1
0,C,557,636,0,0,0,1,110,1
0,D,557,636,0,0,0,1,95,6
0,E,557,636,0,0,0,1,81,8
0,F,557,636,0,0,0,2,186,4
0,G,557,636,0,0,0,4,333,1
0,H,557,636,0,0,0,5,413,2
0,I,557,636,0,0,0,3,256,4
0,L,557,636,0,0,0,3,256,1
0,M,557,636,0,0,0,6,450,1
0,N,557,636,0,0,0,2,144,3
0,O,557,636,0,0,0,1,90,1
0,P,557,636,0,0,0,3,222,1
0,Q,557,636,0,0,0,5,332,2
1,R,557,636,1,84,8,2,134,1
0,M,557,637,0,0,0,1,80,11
0,O,557,637,0,0,0,3,267,2
0,P,557,637,0,0,0,1,73,5
0,Q,557,637,0,0,0,1,70,8
1,R,557,637,1,84,8,0,0,0
0,A,557,640,0,0,0,6,535,1
0,B,557,640,0,0,0,5,400,1
0,C,557,640,0,0,0,6,514,2
0,D,557,640,0,0,0,3,232,3
0,E,557,640,0,0,0,1,85,5
0,F,557,640,0,0,0,2,164,2
0,G,557,640,0,0,0,2,170,4
0,H,557,640,0,0,0,3,232,1
0,I,557,640,0,0,0,1,96,1
0,J,557,640,0,0,0,3,203,2
0,K,557,640,0,0,0,1,69,8
0,L,557,640,0,0,0,1,67,8
0,O,557,640,0,0,0,3,252,1
0,P,557,640,0,0,0,4,268,4
0,Q,557,640,0,0,0,6,488,1
1,R,557,640,1,84,8,0,0,0
1,R,557,643,1,84,8,0,0,0
0,Q,557,644,0,0,0,1,75,15
1,R,557,644,1,84,8,0,0,0
1,R,557,647,1,84,8,0,0,0
1,R,557,648,1,84,8,0,0,0
0,A,557,651,0,0,0,2,150,6
0,B,557,651,0,0,0,3,207,6
0,H,557,651,0,0,0,1,86,4
0,J,557,651,0,0,0,4,330,4
0,L,557,651,0,0,0,1,78,6
0,M,557,651,0,0,0,3,236,3
0,N,557,651,0,0,0,3,256,1
0,Q,557,651,0,0,0,4,257,4
1,R,557,651,1,84,8,6,477,1
1,R,557,653,1,84,8,0,0,0
0,A,557,660,0,0,0,1,68,4
0,H,557,660,0,0,0,4,333,3
0,M,557,660,0,0,0,1,74,6
0,N,557,660,0,0,0,1,58,6
0,P,557,660,0,0,0,2,132,11
0,Q,557,660,0,0,0,2,150,3
1,R,557,660,1,84,8,3,204,3
0,I,557,666,0,0,0,1,59,7
0,K,557,666,0,0,0,3,246,1
0,L,557,666,0,0,0,3,216,2
0,M,557,666,0,0,0,5,419,1
0,N,557,666,0,0,0,2,170,2
1,R,557,666,1,84,8,1,54,6
0,C,557,670,0,0,0,1,80,3
0,N,557,670,0,0,0,1,62,10
0,P,557,670,0,0,0,1,75,8
1,R,557,670,1,84,8,5,376,4
0,C,557,671,0,0,0,2,146,4
0,D,557,671,0,0,0,4,277,1
0,E,557,671,0,0,0,6,430,1
0,F,557,671,0,0,0,4,296,1
0,H,557,671,0,0,0,3,207,7
