id,pred
O_606_702,0.557
O_606_711,0.621
O_606_714,0.468
O_606_717,0.424
O_606_718,0.6
O_606_719,0.589
O_606_720,0.321
O_606_722,0.446
O_606_723,0.524
O_606_731,0.35
O_606_738,0.36
O_606_743,0.446
O_606_745,0.621
O_606_751,0.6
O_606_754,0.535
O_606_757,0.621
O_606_766,0.579
O_606_781,0.49
O_606_786,0.302
O_606_789,0.403
O_606_790,0.392
O_606_793,0.468
O_606_794,0.392
O_606_817,0.468
O_606_822,0.557
O_606_824,0.557
O_606_827,0.382
O_606_828,0.642
O_606_829,0.331
O_606_839,0.479
O_606_840,0.512
O_606_843,0.301
O_606_848,0.642
O_606_849,0.371
O_606_850,0.579
O_606_853,0.402
O_607_617,0.621
O_607_636,0.351
O_607_637,0.35
O_607_640,0.33
O_607_644,0.682
O_607_651,0.535
O_607_660,0.468
O_607_662,0.413
O_607_671,0.402
O_607_673,0.579
O_607_676,0.546
O_607_680,0.642
O_607_683,0.662
O_607_687,0.611
O_607_701,0.392
O_607_702,0.6
O_607_711,0.662
O_607_714,0.512
O_607_717,0.468
O_607_718,0.642
O_607_719,0.632
O_607_720,0.361
O_607_722,0.491
O_607_723,0.568
O_607_731,0.392
O_607_738,0.403
O_607_743,0.491
O_607_745,0.662
O_607_751,0.642
O_607_754,0.579
O_607_757,0.662
O_607_766,0.621
O_607_781,0.535
O_607_786,0.34
O_607_789,0.446
O_607_790,0.435
O_607_793,0.513
O_607_794,0.435
O_607_817,0.513
O_607_822,0.6
O_607_824,0.6
O_607_827,0.424
O_607_828,0.682
O_607_829,0.371
O_607_839,0.524
O_607_840,0.557
O_607_843,0.34
O_607_848,0.682
O_607_849,0.413
O_607_850,0.621
O_607_853,0.446
O_617_636,0.248
O_617_637,0.247
O_617_640,0.231
O_617_644,0.567
O_617_651,0.412
O_617_660,0.349
O_617_662,0.301
O_617_671,0.291
O_617_673,0.456
O_617_676,0.423
O_617_680,0.522
O_617_683,0.545
O_617_687,0.489
O_617_701,0.282
O_617_702,0.478
O_617_711,0.545
O_617_714,0.391
O_617_717,0.349
O_617_718,0.522
O_617_719,0.511
O_617_720,0.256
O_617_722,0.37
O_617_723,0.445
O_617_731,0.282
O_617_738,0.291
O_617_743,0.37
O_617_745,0.545
O_617_751,0.522
O_617_754,0.456
O_617_757,0.545
O_617_766,0.5
O_617_781,0.412
O_617_786,0.239
O_617_789,0.33
O_617_790,0.319
O_617_793,0.391
O_617_794,0.32
O_617_817,0.391
O_617_822,0.478
O_617_824,0.478
O_617_827,0.31
O_617_828,0.567
O_617_829,0.265
O_617_839,0.401
O_617_840,0.434
O_617_843,0.239
O_617_848,0.567
O_617_849,0.301
O_617_850,0.5
O_617_853,0.329
O_636_637,0.501
O_636_640,0.479
O_636_644,0.8
O_636_651,0.682
O_636_660,0.622
O_636_662,0.568
O_636_671,0.557
O_636_673,0.719
O_636_676,0.692
O_636_680,0.77
O_636_683,0.785
O_636_687,0.745
O_636_701,0.546
O_636_702,0.737
O_636_711,0.785
O_636_714,0.662
O_636_717,0.622
O_636_718,0.77
O_636_719,0.762
O_636_720,0.513
O_636_722,0.642
O_636_723,0.71
O_636_731,0.546
O_636_738,0.557
O_636_743,0.642
O_636_745,0.785
O_636_751,0.77
O_636_754,0.719
O_636_757,0.785
O_636_766,0.754
O_636_781,0.682
O_636_786,0.491
O_636_789,0.601
O_636_790,0.589
O_636_793,0.663
O_636_794,0.59
O_636_817,0.663
O_636_822,0.737
O_636_824,0.737
O_636_827,0.579
O_636_828,0.8
O_636_829,0.524
O_636_839,0.672
O_636_840,0.701
O_636_843,0.49
O_636_848,0.8
O_636_849,0.568
O_636_850,0.754
O_636_853,0.6
O_637_640,0.481
O_637_644,0.801
O_637_651,0.684
O_637_660,0.624
O_637_662,0.57
O_637_671,0.559
O_637_673,0.721
O_637_676,0.693
O_637_680,0.772
O_637_683,0.787
O_637_687,0.747
O_637_701,0.548
O_637_702,0.739
O_637_711,0.787
O_637_714,0.664
O_637_717,0.624
O_637_718,0.772
O_637_719,0.763
O_637_720,0.515
O_637_722,0.644
O_637_723,0.712
O_637_731,0.548
O_637_738,0.559
O_637_743,0.644
O_637_745,0.787
O_637_751,0.772
O_637_754,0.721
O_637_757,0.787
O_637_766,0.756
O_637_781,0.684
O_637_786,0.493
O_637_789,0.603
O_637_790,0.592
O_637_793,0.665
O_637_794,0.592
O_637_817,0.665
O_637_822,0.739
O_637_824,0.739
O_637_827,0.581
O_637_828,0.801
O_637_829,0.526
O_637_839,0.674
O_637_840,0.703
O_637_843,0.492
O_637_848,0.801
O_637_849,0.57
O_637_850,0.756
O_637_853,0.602
O_640_644,0.815
O_640_651,0.703
O_640_660,0.645
O_640_662,0.592
O_640_671,0.581
O_640_673,0.739
O_640_676,0.712
O_640_680,0.787
O_640_683,0.801
O_640_687,0.764
O_640_701,0.57
O_640_702,0.756
O_640_711,0.801
O_640_714,0.684
O_640_717,0.645
O_640_718,0.787
O_640_719,0.779
O_640_720,0.537
O_640_722,0.665
O_640_723,0.73
O_640_731,0.57
O_640_738,0.581
O_640_743,0.665
O_640_745,0.801
O_640_751,0.787
O_640_754,0.739
O_640_757,0.801
O_640_766,0.772
O_640_781,0.703
O_640_786,0.515
O_640_789,0.624
O_640_790,0.613
O_640_793,0.684
O_640_794,0.613
O_640_817,0.684
O_640_822,0.756
O_640_824,0.756
O_640_827,0.603
O_640_828,0.815
O_640_829,0.548
O_640_839,0.693
O_640_840,0.721
O_640_843,0.515
O_640_848,0.815
O_640_849,0.592
O_640_850,0.772
O_640_853,0.624
O_644_651,0.349
O_644_660,0.291
O_644_662,0.248
O_644_671,0.239
O_644_673,0.391
O_644_676,0.359
O_644_680,0.456
O_644_683,0.478
O_644_687,0.423
O_644_701,0.231
O_644_702,0.412
O_644_711,0.478
O_644_714,0.329
O_644_717,0.291
O_644_718,0.456
O_644_719,0.445
O_644_720,0.208
O_644_722,0.31
O_644_723,0.38
O_644_731,0.231
O_644_738,0.239
O_644_743,0.31
O_644_745,0.478
O_644_751,0.456
O_644_754,0.391
O_644_757,0.478
O_644_766,0.434
O_644_781,0.349
O_644_786,0.194
O_644_789,0.273
O_644_790,0.264
O_644_793,0.329
O_644_794,0.264
O_644_817,0.329
O_644_822,0.412
O_644_824,0.412
O_644_827,0.256
O_644_828,0.5
O_644_829,0.216
O_644_839,0.339
O_644_840,0.369
O_644_843,0.194
O_644_848,0.5
O_644_849,0.248
O_644_850,0.434
O_644_853,0.273
O_651_660,0.434
O_651_662,0.38
O_651_671,0.369
O_651_673,0.545
O_651_676,0.511
O_651_680,0.61
O_651_683,0.631
O_651_687,0.577
O_651_701,0.36
O_651_702,0.567
O_651_711,0.631
O_651_714,0.478
O_651_717,0.434
O_651_718,0.61
O_651_719,0.599
O_651_720,0.329
O_651_722,0.456
O_651_723,0.534
O_651_731,0.36
O_651_738,0.37
O_651_743,0.456
O_651_745,0.631
O_651_751,0.61
O_651_754,0.545
O_651_757,0.631
O_651_766,0.588
O_651_781,0.5
O_651_786,0.31
O_651_789,0.412
O_651_790,0.401
O_651_793,0.478
O_651_794,0.402
O_651_817,0.478
O_651_822,0.567
O_651_824,0.567
O_651_827,0.391
O_651_828,0.651
O_651_829,0.339
O_651_839,0.489
O_651_840,0.522
O_651_843,0.31
O_651_848,0.651
O_651_849,0.38
O_651_850,0.588
O_651_853,0.412
O_660_662,0.445
O_660_671,0.434
O_660_673,0.61
O_660_676,0.578
O_660_680,0.671
O_660_683,0.691
O_660_687,0.641
O_660_701,0.423
O_660_702,0.631
O_660_711,0.691
O_660_714,0.545
O_660_717,0.501
O_660_718,0.671
O_660_719,0.661
O_660_720,0.391
O_660_722,0.523
O_660_723,0.599
O_660_731,0.423
O_660_738,0.434
O_660_743,0.523
O_660_745,0.691
O_660_751,0.671
O_660_754,0.61
O_660_757,0.691
O_660_766,0.651
O_660_781,0.567
O_660_786,0.37
O_660_789,0.478
O_660_790,0.467
O_660_793,0.545
O_660_794,0.467
O_660_817,0.545
O_660_822,0.631
O_660_824,0.631
O_660_827,0.456
O_660_828,0.709
O_660_829,0.402
O_660_839,0.556
O_660_840,0.588
O_660_843,0.37
O_660_848,0.709
O_660_849,0.445
O_660_850,0.651
O_660_853,0.478
O_662_671,0.49
O_662_673,0.662
O_662_676,0.632
O_662_680,0.719
O_662_683,0.737
O_662_687,0.691
O_662_701,0.479
O_662_702,0.682
O_662_711,0.737
O_662_714,0.6
O_662_717,0.557
O_662_718,0.719
O_662_719,0.71
O_662_720,0.446
O_662_722,0.579
O_662_723,0.652
O_662_731,0.479
O_662_738,0.49
O_662_743,0.579
O_662_745,0.737
O_662_751,0.719
O_662_754,0.662
O_662_757,0.737
O_662_766,0.701
O_662_781,0.621
O_662_786,0.424
O_662_789,0.535
O_662_790,0.523
O_662_793,0.6
O_662_794,0.524
O_662_817,0.6
O_662_822,0.682
O_662_824,0.682
O_662_827,0.513
O_662_828,0.754
O_662_829,0.457
O_662_839,0.611
O_662_840,0.642
O_662_843,0.424
O_662_848,0.754
O_662_849,0.502
O_662_850,0.701
O_662_853,0.535
O_671_673,0.675
O_671_676,0.645
O_671_680,0.731
O_671_683,0.748
O_671_687,0.704
O_671_701,0.494
O_671_702,0.694
O_671_711,0.748
O_671_714,0.614
O_671_717,0.571
O_671_718,0.731
O_671_719,0.722
O_671_720,0.46
O_671_722,0.593
O_671_723,0.665
O_671_731,0.494
O_671_738,0.505
O_671_743,0.593
O_671_745,0.748
O_671_751,0.731
O_671_754,0.675
O_671_757,0.748
O_671_766,0.713
O_671_781,0.635
O_671_786,0.438
O_671_789,0.55
O_671_790,0.538
O_671_793,0.614
O_671_794,0.538
O_671_817,0.614
O_671_822,0.694
O_671_824,0.694
O_671_827,0.527
O_671_828,0.764
O_671_829,0.472
O_671_839,0.625
O_671_840,0.655
O_671_843,0.438
O_671_848,0.764
O_671_849,0.516
O_671_850,0.713
O_671_853,0.549
O_673_676,0.467
O_673_680,0.567
O_673_683,0.588
O_673_687,0.533
O_673_701,0.32
O_673_702,0.523
O_673_711,0.588
O_673_714,0.434
O_673_717,0.391
O_673_718,0.567
O_673_719,0.555
O_673_720,0.291
O_673_722,0.412
O_673_723,0.489
O_673_731,0.32
O_673_738,0.329
O_673_743,0.412
O_673_745,0.588
O_673_751,0.567
O_673_754,0.5
O_673_757,0.588
O_673_766,0.545
O_673_781,0.456
O_673_786,0.273
O_673_789,0.37
O_673_790,0.359
O_673_793,0.434
O_673_794,0.36
O_673_817,0.434
O_673_822,0.523
O_673_824,0.523
O_673_827,0.35
O_673_828,0.61
O_673_829,0.301
O_673_839,0.445
O_673_840,0.478
O_673_843,0.273
O_673_848,0.61
O_673_849,0.339
O_673_850,0.545
O_673_853,0.37
O_676_680,0.6
O_676_683,0.621
O_676_687,0.568
O_676_701,0.35
O_676_702,0.557
O_676_711,0.621
O_676_714,0.468
O_676_717,0.424
O_676_718,0.6
O_676_719,0.589
O_676_720,0.321
O_676_722,0.446
O_676_723,0.524
O_676_731,0.35
O_676_738,0.36
O_676_743,0.446
O_676_745,0.621
O_676_751,0.6
O_676_754,0.535
O_676_757,0.621
O_676_766,0.579
O_676_781,0.49
O_676_786,0.302
O_676_789,0.403
O_676_790,0.392
O_676_793,0.468
O_676_794,0.392
O_676_817,0.468
O_676_822,0.557
O_676_824,0.557
O_676_827,0.382
O_676_828,0.642
O_676_829,0.331
O_676_839,0.479
O_676_840,0.512
O_676_843,0.301
O_676_848,0.642
O_676_849,0.371
O_676_850,0.579
O_676_853,0.402
O_680_683,0.522
O_680_687,0.467
O_680_701,0.265
O_680_702,0.456
O_680_711,0.522
O_680_714,0.37
O_680_717,0.329
O_680_718,0.5
O_680_719,0.489
O_680_720,0.239
O_680_722,0.349
O_680_723,0.423
O_680_731,0.265
O_680_738,0.273
O_680_743,0.349
O_680_745,0.522
O_680_751,0.5
O_680_754,0.434
O_680_757,0.522
O_680_766,0.478
O_680_781,0.39
O_680_786,0.223
O_680_789,0.31
O_680_790,0.3
O_680_793,0.37
O_680_794,0.301
O_680_817,0.37
O_680_822,0.456
O_680_824,0.456
O_680_827,0.291
O_680_828,0.545
O_680_829,0.248
O_680_839,0.38
O_680_840,0.412
O_680_843,0.223
O_680_848,0.545
O_680_849,0.282
O_680_850,0.478
O_680_853,0.31
O_683_687,0.445
O_683_701,0.248
O_683_702,0.434
O_683_711,0.5
O_683_714,0.349
O_683_717,0.31
O_683_718,0.478
O_683_719,0.467
O_683_720,0.223
O_683_722,0.329
O_683_723,0.401
O_683_731,0.248
O_683_738,0.256
O_683_743,0.329
O_683_745,0.5
O_683_751,0.478
O_683_754,0.412
O_683_757,0.5
O_683_766,0.456
O_683_781,0.369
O_683_786,0.208
O_683_789,0.291
O_683_790,0.282
O_683_793,0.349
O_683_794,0.282
O_683_817,0.349
O_683_822,0.434
O_683_824,0.434
O_683_827,0.273
O_683_828,0.522
O_683_829,0.231
O_683_839,0.359
O_683_840,0.39
O_683_843,0.208
O_683_848,0.522
O_683_849,0.265
O_683_850,0.456
O_683_853,0.291
O_687_701,0.292
O_687_702,0.49
O_687_711,0.557
O_687_714,0.402
O_687_717,0.361
O_687_718,0.535
O_687_719,0.523
O_687_720,0.265
O_687_722,0.381
O_687_723,0.457
O_687_731,0.292
O_687_738,0.301
O_687_743,0.381
O_687_745,0.557
O_687_751,0.535
O_687_754,0.468
O_687_757,0.557
O_687_766,0.512
O_687_781,0.424
O_687_786,0.248
O_687_789,0.34
O_687_790,0.33
O_687_793,0.403
O_687_794,0.33
O_687_817,0.403
O_687_822,0.49
O_687_824,0.49
O_687_827,0.321
O_687_828,0.579
O_687_829,0.274
O_687_839,0.413
O_687_840,0.446
O_687_843,0.248
O_687_848,0.579
O_687_849,0.311
O_687_850,0.512
O_687_853,0.34
O_701_702,0.701
O_701_711,0.754
O_701_714,0.621
O_701_717,0.579
O_701_718,0.737
O_701_719,0.728
O_701_720,0.468
O_701_722,0.601
O_701_723,0.672
O_701_731,0.502
O_701_738,0.513
O_701_743,0.601
O_701_745,0.754
O_701_751,0.737
O_701_754,0.682
O_701_757,0.754
O_701_766,0.719
O_701_781,0.642
O_701_786,0.446
O_701_789,0.557
O_701_790,0.546
O_701_793,0.622
O_701_794,0.546
O_701_817,0.622
O_701_822,0.701
O_701_824,0.701
O_701_827,0.535
O_701_828,0.77
O_701_829,0.48
O_701_839,0.632
O_701_840,0.662
O_701_843,0.446
O_701_848,0.77
O_701_849,0.524
O_701_850,0.719
O_701_853,0.557
O_702_711,0.567
O_702_714,0.412
O_702_717,0.37
O_702_718,0.545
O_702_719,0.533
O_702_720,0.273
O_702_722,0.391
O_702_723,0.467
O_702_731,0.301
O_702_738,0.31
O_702_743,0.391
O_702_745,0.567
O_702_751,0.545
O_702_754,0.478
O_702_757,0.567
O_702_766,0.522
O_702_781,0.434
O_702_786,0.256
O_702_789,0.35
O_702_790,0.339
O_702_793,0.412
O_702_794,0.339
O_702_817,0.412
O_702_822,0.5
O_702_824,0.5
O_702_827,0.33
O_702_828,0.588
O_702_829,0.282
O_702_839,0.423
O_702_840,0.456
O_702_843,0.256
O_702_848,0.588
O_702_849,0.32
O_702_850,0.522
O_702_853,0.349
O_711_714,0.349
O_711_717,0.31
O_711_718,0.478
O_711_719,0.467
O_711_720,0.223
O_711_722,0.329
O_711_723,0.401
O_711_731,0.248
O_711_738,0.256
O_711_743,0.329
O_711_745,0.5
O_711_751,0.478
O_711_754,0.412
O_711_757,0.5
O_711_766,0.456
O_711_781,0.369
O_711_786,0.208
O_711_789,0.291
O_711_790,0.282
O_711_793,0.349
O_711_794,0.282
O_711_817,0.349
O_711_822,0.434
O_711_824,0.434
O_711_827,0.273
O_711_828,0.522
O_711_829,0.231
O_711_839,0.359
O_711_840,0.39
O_711_843,0.208
O_711_848,0.522
O_711_849,0.265
O_711_850,0.456
O_711_853,0.291
O_714_717,0.458
O_714_718,0.633
O_714_719,0.622
O_714_720,0.351
O_714_722,0.481
O_714_723,0.558
O_714_731,0.383
O_714_738,0.393
O_714_743,0.481
O_714_745,0.653
O_714_751,0.633
O_714_754,0.569
O_714_757,0.653
O_714_766,0.612
O_714_781,0.525
O_714_786,0.331
O_714_789,0.436
O_714_790,0.425
O_714_793,0.503
O_714_794,0.425
O_714_817,0.503
O_714_822,0.591
O_714_824,0.591
O_714_827,0.415
O_714_828,0.673
O_714_829,0.362
O_714_839,0.514
O_714_840,0.547
O_714_843,0.331
O_714_848,0.673
O_714_849,0.404
O_714_850,0.612
O_714_853,0.436
O_717_718,0.671
O_717_719,0.661
O_717_720,0.391
O_717_722,0.523
O_717_723,0.599
O_717_731,0.423
O_717_738,0.434
O_717_743,0.523
O_717_745,0.691
O_717_751,0.671
O_717_754,0.61
O_717_757,0.691
O_717_766,0.651
O_717_781,0.567
O_717_786,0.37
O_717_789,0.478
O_717_790,0.467
O_717_793,0.545
O_717_794,0.467
O_717_817,0.545
O_717_822,0.631
O_717_824,0.631
O_717_827,0.456
O_717_828,0.709
O_717_829,0.402
O_717_839,0.556
O_717_840,0.588
O_717_843,0.37
O_717_848,0.709
O_717_849,0.445
O_717_850,0.651
O_717_853,0.478
O_718_719,0.489
O_718_720,0.239
O_718_722,0.349
O_718_723,0.423
O_718_731,0.265
O_718_738,0.273
O_718_743,0.349
O_718_745,0.522
O_718_751,0.5
O_718_754,0.434
O_718_757,0.522
O_718_766,0.478
O_718_781,0.39
O_718_786,0.223
O_718_789,0.31
O_718_790,0.3
O_718_793,0.37
O_718_794,0.301
O_718_817,0.37
O_718_822,0.456
O_718_824,0.456
O_718_827,0.291
O_718_828,0.545
O_718_829,0.248
O_718_839,0.38
O_718_840,0.412
O_718_843,0.223
O_718_848,0.545
O_718_849,0.282
O_718_850,0.478
O_718_853,0.31
O_719_720,0.248
O_719_722,0.361
O_719_723,0.435
O_719_731,0.274
O_719_738,0.283
O_719_743,0.361
O_719_745,0.535
O_719_751,0.512
O_719_754,0.446
O_719_757,0.535
O_719_766,0.49
O_719_781,0.402
O_719_786,0.232
O_719_789,0.321
O_719_790,0.311
O_719_793,0.381
O_719_794,0.311
O_719_817,0.381
O_719_822,0.468
O_719_824,0.468
O_719_827,0.302
O_719_828,0.557
O_719_829,0.257
O_719_839,0.392
O_719_840,0.424
O_719_843,0.232
O_719_848,0.557
O_719_849,0.292
O_719_850,0.49
O_719_853,0.32
O_720_722,0.633
O_720_723,0.702
O_720_731,0.536
O_720_738,0.547
O_720_743,0.633
O_720_745,0.779
O_720_751,0.763
O_720_754,0.711
O_720_757,0.779
O_720_766,0.746
O_720_781,0.673
O_720_786,0.481
O_720_789,0.591
O_720_790,0.58
O_720_793,0.654
O_720_794,0.58
O_720_817,0.654
O_720_822,0.729
O_720_824,0.729
O_720_827,0.569
O_720_828,0.793
O_720_829,0.514
O_720_839,0.663
O_720_840,0.692
O_720_843,0.48
O_720_848,0.793
O_720_849,0.558
O_720_850,0.746
O_720_853,0.591
O_722_723,0.578
O_722_731,0.402
O_722_738,0.412
O_722_743,0.501
O_722_745,0.671
O_722_751,0.651
O_722_754,0.589
O_722_757,0.671
O_722_766,0.631
O_722_781,0.545
O_722_786,0.349
O_722_789,0.456
O_722_790,0.445
O_722_793,0.523
O_722_794,0.445
O_722_817,0.523
O_722_822,0.61
O_722_824,0.61
O_722_827,0.434
O_722_828,0.69
O_722_829,0.38
O_722_839,0.534
O_722_840,0.566
O_722_843,0.349
O_722_848,0.69
O_722_849,0.423
O_722_850,0.631
O_722_853,0.456
O_723_731,0.33
O_723_738,0.34
O_723_743,0.424
O_723_745,0.6
O_723_751,0.579
O_723_754,0.513
O_723_757,0.6
O_723_766,0.557
O_723_781,0.468
O_723_786,0.283
O_723_789,0.382
O_723_790,0.371
O_723_793,0.446
O_723_794,0.371
O_723_817,0.446
O_723_822,0.535
O_723_824,0.535
O_723_827,0.361
O_723_828,0.621
O_723_829,0.311
O_723_839,0.457
O_723_840,0.49
O_723_843,0.283
O_723_848,0.621
O_723_849,0.35
O_723_850,0.557
O_723_853,0.381
O_731_738,0.513
O_731_743,0.601
O_731_745,0.754
O_731_751,0.737
O_731_754,0.682
O_731_757,0.754
O_731_766,0.719
O_731_781,0.642
O_731_786,0.446
O_731_789,0.557
O_731_790,0.546
O_731_793,0.622
O_731_794,0.546
O_731_817,0.622
O_731_822,0.701
O_731_824,0.701
O_731_827,0.535
O_731_828,0.77
O_731_829,0.48
O_731_839,0.632
O_731_840,0.662
O_731_843,0.446
O_731_848,0.77
O_731_849,0.524
O_731_850,0.719
O_731_853,0.557
O_738_743,0.591
O_738_745,0.746
O_738_751,0.729
O_738_754,0.673
O_738_757,0.746
O_738_766,0.711
O_738_781,0.633
O_738_786,0.436
O_738_789,0.547
O_738_790,0.536
O_738_793,0.612
O_738_794,0.536
O_738_817,0.612
O_738_822,0.693
O_738_824,0.693
O_738_827,0.525
O_738_828,0.763
O_738_829,0.47
O_738_839,0.622
O_738_840,0.653
O_738_843,0.436
O_738_848,0.763
O_738_849,0.514
O_738_850,0.711
O_738_853,0.547
O_743_745,0.671
O_743_751,0.651
O_743_754,0.589
O_743_757,0.671
O_743_766,0.631
O_743_781,0.545
O_743_786,0.349
O_743_789,0.456
O_743_790,0.445
O_743_793,0.523
O_743_794,0.445
O_743_817,0.523
O_743_822,0.61
O_743_824,0.61
O_743_827,0.434
O_743_828,0.69
O_743_829,0.38
O_743_839,0.534
O_743_840,0.566
O_743_843,0.349
O_743_848,0.69
O_743_849,0.423
O_743_850,0.631
O_743_853,0.456
O_745_751,0.478
O_745_754,0.412
O_745_757,0.5
O_745_766,0.456
O_745_781,0.369
O_745_786,0.208
O_745_789,0.291
O_745_790,0.282
O_745_793,0.349
O_745_794,0.282
O_745_817,0.349
O_745_822,0.434
O_745_824,0.434
O_745_827,0.273
O_745_828,0.522
O_745_829,0.231
O_745_839,0.359
O_745_840,0.39
O_745_843,0.208
O_745_848,0.522
O_745_849,0.265
O_745_850,0.456
O_745_853,0.291
O_751_754,0.434
O_751_757,0.522
O_751_766,0.478
O_751_781,0.39
O_751_786,0.223
O_751_789,0.31
O_751_790,0.3
O_751_793,0.37
O_751_794,0.301
O_751_817,0.37
O_751_822,0.456
O_751_824,0.456
O_751_827,0.291
O_751_828,0.545
O_751_829,0.248
O_751_839,0.38
O_751_840,0.412
O_751_843,0.223
O_751_848,0.545
O_751_849,0.282
O_751_850,0.478
O_751_853,0.31
O_754_757,0.588
O_754_766,0.545
O_754_781,0.456
O_754_786,0.273
O_754_789,0.37
O_754_790,0.359
O_754_793,0.434
O_754_794,0.36
O_754_817,0.434
O_754_822,0.523
O_754_824,0.523
O_754_827,0.35
O_754_828,0.61
O_754_829,0.301
O_754_839,0.445
O_754_840,0.478
O_754_843,0.273
O_754_848,0.61
O_754_849,0.339
O_754_850,0.545
O_754_853,0.37
O_757_766,0.456
O_757_781,0.369
O_757_786,0.208
O_757_789,0.291
O_757_790,0.282
O_757_793,0.349
O_757_794,0.282
O_757_817,0.349
O_757_822,0.434
O_757_824,0.434
O_757_827,0.273
O_757_828,0.522
O_757_829,0.231
O_757_839,0.359
O_757_840,0.39
O_757_843,0.208
O_757_848,0.522
O_757_849,0.265
O_757_850,0.456
O_757_853,0.291
O_766_781,0.412
O_766_786,0.239
O_766_789,0.33
O_766_790,0.319
O_766_793,0.391
O_766_794,0.32
O_766_817,0.391
O_766_822,0.478
O_766_824,0.478
O_766_827,0.31
O_766_828,0.567
O_766_829,0.265
O_766_839,0.401
O_766_840,0.434
O_766_843,0.239
O_766_848,0.567
O_766_849,0.301
O_766_850,0.5
O_766_853,0.329
O_781_786,0.312
O_781_789,0.415
O_781_790,0.403
O_781_793,0.48
O_781_794,0.404
O_781_817,0.48
O_781_822,0.569
O_781_824,0.569
O_781_827,0.393
O_781_828,0.653
O_781_829,0.341
O_781_839,0.491
O_781_840,0.524
O_781_843,0.312
O_781_848,0.653
O_781_849,0.382
O_781_850,0.591
O_781_853,0.414
O_786_789,0.612
O_786_790,0.601
O_786_793,0.673
O_786_794,0.602
O_786_817,0.673
O_786_822,0.746
O_786_824,0.746
O_786_827,0.591
O_786_828,0.808
O_786_829,0.536
O_786_839,0.683
O_786_840,0.711
O_786_843,0.502
O_786_848,0.808
O_786_849,0.58
O_786_850,0.763
O_786_853,0.612
O_789_790,0.489
O_789_793,0.567
O_789_794,0.489
O_789_817,0.567
O_789_822,0.651
O_789_824,0.651
O_789_827,0.478
O_789_828,0.727
O_789_829,0.423
O_789_839,0.578
O_789_840,0.61
O_789_843,0.391
O_789_848,0.727
O_789_849,0.467
O_789_850,0.671
O_789_853,0.5
O_790_793,0.581
O_790_794,0.504
O_790_817,0.581
O_790_822,0.664
O_790_824,0.664
O_790_827,0.493
O_790_828,0.739
O_790_829,0.437
O_790_839,0.592
O_790_840,0.623
O_790_843,0.404
O_790_848,0.739
O_790_849,0.482
O_790_850,0.684
O_790_853,0.515
O_793_794,0.423
O_793_817,0.501
O_793_822,0.588
O_793_824,0.588
O_793_827,0.413
O_793_828,0.671
O_793_829,0.36
O_793_839,0.511
O_793_840,0.544
O_793_843,0.329
O_793_848,0.671
O_793_849,0.402
O_793_850,0.61
O_793_853,0.434
O_794_817,0.579
O_794_822,0.662
O_794_824,0.662
O_794_827,0.491
O_794_828,0.737
O_794_829,0.435
O_794_839,0.59
O_794_840,0.621
O_794_843,0.402
O_794_848,0.737
O_794_849,0.479
O_794_850,0.682
O_794_853,0.513
O_817_822,0.588
O_817_824,0.588
O_817_827,0.413
O_817_828,0.671
O_817_829,0.36
O_817_839,0.511
O_817_840,0.544
O_817_843,0.329
O_817_848,0.671
O_817_849,0.402
O_817_850,0.61
O_817_853,0.434
O_822_824,0.5
O_822_827,0.33
O_822_828,0.588
O_822_829,0.282
O_822_839,0.423
O_822_840,0.456
O_822_843,0.256
O_822_848,0.588
O_822_849,0.32
O_822_850,0.522
O_822_853,0.349
O_824_827,0.33
O_824_828,0.588
O_824_829,0.282
O_824_839,0.423
O_824_840,0.456
O_824_843,0.256
O_824_848,0.588
O_824_849,0.32
O_824_850,0.522
O_824_853,0.349
O_827_828,0.745
O_827_829,0.445
O_827_839,0.599
O_827_840,0.631
O_827_843,0.412
O_827_848,0.745
O_827_849,0.489
O_827_850,0.691
O_827_853,0.523
O_828_829,0.216
O_828_839,0.339
O_828_840,0.369
O_828_843,0.194
O_828_848,0.5
O_828_849,0.248
O_828_850,0.434
O_828_853,0.273
O_829_839,0.652
O_829_840,0.682
O_829_843,0.468
O_829_848,0.785
O_829_849,0.546
O_829_850,0.737
O_829_853,0.579
O_839_840,0.534
O_839_843,0.32
O_839_848,0.662
O_839_849,0.392
O_839_850,0.6
O_839_853,0.424
O_840_843,0.293
O_840_848,0.633
O_840_849,0.362
O_840_850,0.569
O_840_853,0.393
O_843_848,0.809
O_843_849,0.582
O_843_850,0.764
O_843_853,0.614
O_848_849,0.248
O_848_850,0.434
O_848_853,0.273
O_849_850,0.701
O_849_853,0.535
O_850_853,0.329
P_503_506,0.522
P_503_511,0.264
P_503_513,0.522
P_503_522,0.456
P_503_528,0.522
P_503_533,0.478
P_503_535,0.3
P_503_536,0.239
P_503_549,0.301
P_503_551,0.423
P_503_559,0.215
P_503_577,0.208
P_503_592,0.216
P_503_595,0.369
P_503_602,0.339
P_503_603,0.31
P_503_604,0.391
P_503_607,0.401
P_503_610,0.522
P_503_623,0.359
P_503_626,0.478
P_503_636,0.201
P_503_637,0.282
P_503_640,0.239
P_503_648,0.5
P_503_651,0.273
P_503_660,0.39
P_503_666,0.434
P_503_670,0.339
P_503_671,0.391
P_503_676,0.412
P_503_682,0.445
P_503_688,0.5
P_503_708,0.216
P_503_717,0.231
P_503_718,0.456
P_503_720,0.208
